% _Annual_D-N__________________ L-OTI(^S^o^N^C) Change 1957-2020                  
%   i   j     lon     lat    array(i,j)
 169  11  157.00  -69.00        0.2959
 170  11  159.00  -69.00        0.2959
 171  11  161.00  -69.00        0.2959
 172  11  163.00  -69.00        0.9640
 173  11  165.00  -69.00        0.9640
 174  11  167.00  -69.00        0.9640
 175  11  169.00  -69.00        0.9640
 176  11  171.00  -69.00        1.1630
 177  11  173.00  -69.00        1.3620
 178  11  175.00  -69.00        1.3620
 179  11  177.00  -69.00        1.3620
 180  11  179.00  -69.00        1.3620
   1  12 -179.00  -67.00     9999.0000
   2  12 -177.00  -67.00     9999.0000
   3  12 -175.00  -67.00     9999.0000
   4  12 -173.00  -67.00     9999.0000
   5  12 -171.00  -67.00     9999.0000
   6  12 -169.00  -67.00     9999.0000
   7  12 -167.00  -67.00     9999.0000
   8  12 -165.00  -67.00     9999.0000
   9  12 -163.00  -67.00     9999.0000
  10  12 -161.00  -67.00     9999.0000
  11  12 -159.00  -67.00     9999.0000
  12  12 -157.00  -67.00     9999.0000
  13  12 -155.00  -67.00     9999.0000
  14  12 -153.00  -67.00     9999.0000
  15  12 -151.00  -67.00     9999.0000
  16  12 -149.00  -67.00     9999.0000
  17  12 -147.00  -67.00     9999.0000
  18  12 -145.00  -67.00     9999.0000
  19  12 -143.00  -67.00     9999.0000
  20  12 -141.00  -67.00     9999.0000
  21  12 -139.00  -67.00     9999.0000
  22  12 -137.00  -67.00     9999.0000
  23  12 -135.00  -67.00     9999.0000
  24  12 -133.00  -67.00     9999.0000
  25  12 -131.00  -67.00     9999.0000
  26  12 -129.00  -67.00     9999.0000
  27  12 -127.00  -67.00     9999.0000
  28  12 -125.00  -67.00     9999.0000
  29  12 -123.00  -67.00     9999.0000
  30  12 -121.00  -67.00     9999.0000
  31  12 -119.00  -67.00     9999.0000
  32  12 -117.00  -67.00     9999.0000
  33  12 -115.00  -67.00     9999.0000
  34  12 -113.00  -67.00     9999.0000
  35  12 -111.00  -67.00     9999.0000
  36  12 -109.00  -67.00     9999.0000
  37  12 -107.00  -67.00     9999.0000
  38  12 -105.00  -67.00     9999.0000
  39  12 -103.00  -67.00     9999.0000
  40  12 -101.00  -67.00     9999.0000
  41  12  -99.00  -67.00        1.7337
  42  12  -97.00  -67.00        1.7337
  43  12  -95.00  -67.00        1.7337
  44  12  -93.00  -67.00        1.7337
  45  12  -91.00  -67.00        1.7337
  46  12  -89.00  -67.00        2.5347
  47  12  -87.00  -67.00        2.5347
  48  12  -85.00  -67.00        2.5347
  49  12  -83.00  -67.00        2.5347
  50  12  -81.00  -67.00        2.5253
  51  12  -79.00  -67.00        2.5158
  52  12  -77.00  -67.00        2.5158
  53  12  -75.00  -67.00        2.5158
  54  12  -73.00  -67.00        2.5158
  55  12  -71.00  -67.00        2.4114
  56  12  -69.00  -67.00        2.4114
  57  12  -67.00  -67.00        2.4114
  58  12  -65.00  -67.00        2.4114
  59  12  -63.00  -67.00        2.2963
  60  12  -61.00  -67.00        2.1812
  61  12  -59.00  -67.00        2.1812
  62  12  -57.00  -67.00        2.1812
  63  12  -55.00  -67.00        2.1812
  64  12  -53.00  -67.00        1.9244
  65  12  -51.00  -67.00        1.9244
  66  12  -49.00  -67.00        1.9244
  67  12  -47.00  -67.00        1.9244
  68  12  -45.00  -67.00        1.6197
  69  12  -43.00  -67.00        1.3150
  70  12  -41.00  -67.00        1.3150
  71  12  -39.00  -67.00        1.3150
  72  12  -37.00  -67.00        1.3150
  73  12  -35.00  -67.00       -0.1811
  74  12  -33.00  -67.00       -0.1811
  75  12  -31.00  -67.00       -0.1811
  76  12  -29.00  -67.00       -0.1811
  77  12  -27.00  -67.00       -0.7902
  78  12  -25.00  -67.00       -1.3993
  79  12  -23.00  -67.00       -1.3993
  80  12  -21.00  -67.00       -1.3993
  81  12  -19.00  -67.00       -1.3993
  82  12  -17.00  -67.00       -0.7487
  83  12  -15.00  -67.00       -0.7487
  84  12  -13.00  -67.00       -0.7487
  85  12  -11.00  -67.00       -0.7487
  86  12   -9.00  -67.00       -0.2841
  87  12   -7.00  -67.00        0.1805
  88  12   -5.00  -67.00        0.1805
  89  12   -3.00  -67.00        0.1805
  90  12   -1.00  -67.00        0.1805
  91  12    1.00  -67.00        0.4336
  92  12    3.00  -67.00        0.4336
  93  12    5.00  -67.00        0.4336
  94  12    7.00  -67.00        0.4336
  95  12    9.00  -67.00        0.5028
  96  12   11.00  -67.00        0.5719
  97  12   13.00  -67.00        0.5719
  98  12   15.00  -67.00        0.5719
  99  12   17.00  -67.00        0.5719
 100  12   19.00  -67.00        1.0554
 101  12   21.00  -67.00        1.0554
 102  12   23.00  -67.00        1.0554
 103  12   25.00  -67.00        1.0554
 104  12   27.00  -67.00        1.2200
 105  12   29.00  -67.00        1.3846
 106  12   31.00  -67.00        1.3846
 107  12   33.00  -67.00        1.3846
 108  12   35.00  -67.00        1.3846
 109  12   37.00  -67.00        1.2990
 110  12   39.00  -67.00        1.2990
 111  12   41.00  -67.00        1.2990
 112  12   43.00  -67.00        1.2990
 113  12   45.00  -67.00        1.2098
 114  12   47.00  -67.00        1.1206
 115  12   49.00  -67.00        1.1206
 116  12   51.00  -67.00        1.1206
 117  12   53.00  -67.00        1.1206
 118  12   55.00  -67.00        0.7860
 119  12   57.00  -67.00        0.7860
 120  12   59.00  -67.00        0.7860
 121  12   61.00  -67.00        0.7860
 122  12   63.00  -67.00        0.6359
 123  12   65.00  -67.00        0.4859
 124  12   67.00  -67.00        0.4859
 125  12   69.00  -67.00        0.4859
 126  12   71.00  -67.00        0.4859
 127  12   73.00  -67.00        0.2736
 128  12   75.00  -67.00        0.2736
 129  12   77.00  -67.00        0.2736
 130  12   79.00  -67.00        0.2736
 131  12   81.00  -67.00        0.2546
 132  12   83.00  -67.00        0.2356
 133  12   85.00  -67.00        0.2356
 134  12   87.00  -67.00        0.2356
 135  12   89.00  -67.00        0.2356
 136  12   91.00  -67.00        0.1967
 137  12   93.00  -67.00        0.1967
 138  12   95.00  -67.00        0.1967
 139  12   97.00  -67.00        0.1967
 140  12   99.00  -67.00        0.1914
 141  12  101.00  -67.00        0.1862
 142  12  103.00  -67.00        0.1862
 143  12  105.00  -67.00        0.1862
 144  12  107.00  -67.00        0.1862
 145  12  109.00  -67.00        0.2065
 146  12  111.00  -67.00        0.2065
 147  12  113.00  -67.00        0.2065
 148  12  115.00  -67.00        0.2065
 149  12  117.00  -67.00        0.1371
 150  12  119.00  -67.00        0.0677
 151  12  121.00  -67.00        0.0677
 152  12  123.00  -67.00        0.0677
 153  12  125.00  -67.00        0.0677
 154  12  127.00  -67.00       -0.1459
 155  12  129.00  -67.00       -0.1459
 156  12  131.00  -67.00       -0.1459
 157  12  133.00  -67.00       -0.1459
 158  12  135.00  -67.00       -0.2197
 159  12  137.00  -67.00       -0.2934
 160  12  139.00  -67.00       -0.2934
 161  12  141.00  -67.00       -0.2934
 162  12  143.00  -67.00       -0.2934
 163  12  145.00  -67.00       -0.2074
 164  12  147.00  -67.00       -0.2074
 165  12  149.00  -67.00       -0.2074
 166  12  151.00  -67.00       -0.2074
 167  12  153.00  -67.00       -0.1316
 168  12  155.00  -67.00       -0.0559
 169  12  157.00  -67.00       -0.0559
 170  12  159.00  -67.00       -0.0559
 171  12  161.00  -67.00       -0.0559
 172  12  163.00  -67.00        0.4018
 173  12  165.00  -67.00        0.4018
 174  12  167.00  -67.00        0.4018
 175  12  169.00  -67.00        0.4018
 176  12  171.00  -67.00        0.7139
 177  12  173.00  -67.00        1.3063
 178  12  175.00  -67.00        1.3063
 179  12  177.00  -67.00        1.3063
 180  12  179.00  -67.00        1.3063
   1  13 -179.00  -65.00       -0.2314
   2  13 -177.00  -65.00       -0.2314
   3  13 -175.00  -65.00       -0.3316
   4  13 -173.00  -65.00       -0.3649
   5  13 -171.00  -65.00       -0.3881
   6  13 -169.00  -65.00       -0.4113
   7  13 -167.00  -65.00       -0.4113
   8  13 -165.00  -65.00     9999.0000
   9  13 -163.00  -65.00     9999.0000
  10  13 -161.00  -65.00     9999.0000
  11  13 -159.00  -65.00     9999.0000
  12  13 -157.00  -65.00     9999.0000
  13  13 -155.00  -65.00     9999.0000
  14  13 -153.00  -65.00     9999.0000
  15  13 -151.00  -65.00     9999.0000
  16  13 -149.00  -65.00     9999.0000
  17  13 -147.00  -65.00     9999.0000
  18  13 -145.00  -65.00     9999.0000
  19  13 -143.00  -65.00     9999.0000
  20  13 -141.00  -65.00     9999.0000
  21  13 -139.00  -65.00     9999.0000
  22  13 -137.00  -65.00     9999.0000
  23  13 -135.00  -65.00     9999.0000
  24  13 -133.00  -65.00     9999.0000
  25  13 -131.00  -65.00        0.1615
  26  13 -129.00  -65.00        0.1615
  27  13 -127.00  -65.00        0.1615
  28  13 -125.00  -65.00        0.2203
  29  13 -123.00  -65.00        0.2203
  30  13 -121.00  -65.00        0.2990
  31  13 -119.00  -65.00        0.3252
  32  13 -117.00  -65.00        0.5739
  33  13 -115.00  -65.00        0.6223
  34  13 -113.00  -65.00        0.6290
  35  13 -111.00  -65.00        0.6492
  36  13 -109.00  -65.00        0.6492
  37  13 -107.00  -65.00        0.8216
  38  13 -105.00  -65.00        0.8216
  39  13 -103.00  -65.00        0.8252
  40  13 -101.00  -65.00        0.8263
  41  13  -99.00  -65.00        0.9699
  42  13  -97.00  -65.00        1.0816
  43  13  -95.00  -65.00        1.0855
  44  13  -93.00  -65.00        1.0974
  45  13  -91.00  -65.00        1.0974
  46  13  -89.00  -65.00        2.3278
  47  13  -87.00  -65.00        2.3278
  48  13  -85.00  -65.00        2.3148
  49  13  -83.00  -65.00        2.3104
  50  13  -81.00  -65.00        2.2549
  51  13  -79.00  -65.00        2.1994
  52  13  -77.00  -65.00        2.1911
  53  13  -75.00  -65.00        2.1664
  54  13  -73.00  -65.00        2.1664
  55  13  -71.00  -65.00        2.2802
  56  13  -69.00  -65.00        2.2802
  57  13  -67.00  -65.00        2.2792
  58  13  -65.00  -65.00        2.2789
  59  13  -63.00  -65.00        2.1763
  60  13  -61.00  -65.00        2.0738
  61  13  -59.00  -65.00        2.0711
  62  13  -57.00  -65.00        2.0631
  63  13  -55.00  -65.00        2.0631
  64  13  -53.00  -65.00        1.8218
  65  13  -51.00  -65.00        1.8218
  66  13  -49.00  -65.00        1.7986
  67  13  -47.00  -65.00        1.7909
  68  13  -45.00  -65.00        1.5701
  69  13  -43.00  -65.00        1.3494
  70  13  -41.00  -65.00        1.3405
  71  13  -39.00  -65.00        1.3139
  72  13  -37.00  -65.00        1.3139
  73  13  -35.00  -65.00        0.6322
  74  13  -33.00  -65.00        0.6322
  75  13  -31.00  -65.00        0.6210
  76  13  -29.00  -65.00        0.6172
  77  13  -27.00  -65.00       -0.2010
  78  13  -25.00  -65.00       -1.0192
  79  13  -23.00  -65.00       -1.0871
  80  13  -21.00  -65.00       -1.3271
  81  13  -19.00  -65.00       -1.3271
  82  13  -17.00  -65.00       -0.7186
  83  13  -15.00  -65.00       -0.7186
  84  13  -13.00  -65.00       -0.7186
  85  13  -11.00  -65.00       -0.7186
  86  13   -9.00  -65.00        0.0906
  87  13   -7.00  -65.00        0.2703
  88  13   -5.00  -65.00        0.2770
  89  13   -3.00  -65.00        0.2968
  90  13   -1.00  -65.00        0.2968
  91  13    1.00  -65.00        0.4278
  92  13    3.00  -65.00        0.4278
  93  13    5.00  -65.00        0.4399
  94  13    7.00  -65.00        0.4439
  95  13    9.00  -65.00        0.5274
  96  13   11.00  -65.00        0.6109
  97  13   13.00  -65.00        0.6119
  98  13   15.00  -65.00        0.6150
  99  13   17.00  -65.00        0.6150
 100  13   19.00  -65.00        0.9267
 101  13   21.00  -65.00        0.9267
 102  13   23.00  -65.00        0.9098
 103  13   25.00  -65.00        0.9041
 104  13   27.00  -65.00        1.0809
 105  13   29.00  -65.00        1.2577
 106  13   31.00  -65.00        1.2636
 107  13   33.00  -65.00        1.2811
 108  13   35.00  -65.00        1.2811
 109  13   37.00  -65.00        1.2558
 110  13   39.00  -65.00        1.2558
 111  13   41.00  -65.00        1.2448
 112  13   43.00  -65.00        1.2411
 113  13   45.00  -65.00        1.1380
 114  13   47.00  -65.00        1.0349
 115  13   49.00  -65.00        1.0291
 116  13   51.00  -65.00        1.0118
 117  13   53.00  -65.00        1.0118
 118  13   55.00  -65.00        0.6944
 119  13   57.00  -65.00        0.6944
 120  13   59.00  -65.00        0.6676
 121  13   61.00  -65.00        0.6586
 122  13   63.00  -65.00        0.5040
 123  13   65.00  -65.00        0.3493
 124  13   67.00  -65.00        0.3503
 125  13   69.00  -65.00        0.3531
 126  13   71.00  -65.00        0.3531
 127  13   73.00  -65.00        0.2624
 128  13   75.00  -65.00        0.2624
 129  13   77.00  -65.00        0.2605
 130  13   79.00  -65.00        0.2599
 131  13   81.00  -65.00        0.2413
 132  13   83.00  -65.00        0.2227
 133  13   85.00  -65.00        0.2216
 134  13   87.00  -65.00        0.2184
 135  13   89.00  -65.00        0.2184
 136  13   91.00  -65.00        0.1842
 137  13   93.00  -65.00        0.1842
 138  13   95.00  -65.00        0.1827
 139  13   97.00  -65.00        0.1821
 140  13   99.00  -65.00        0.1761
 141  13  101.00  -65.00        0.1700
 142  13  103.00  -65.00        0.1710
 143  13  105.00  -65.00        0.1740
 144  13  107.00  -65.00        0.1740
 145  13  109.00  -65.00        0.2139
 146  13  111.00  -65.00        0.2139
 147  13  113.00  -65.00        0.2175
 148  13  115.00  -65.00        0.2187
 149  13  117.00  -65.00        0.1525
 150  13  119.00  -65.00        0.0863
 151  13  121.00  -65.00        0.0805
 152  13  123.00  -65.00        0.0630
 153  13  125.00  -65.00        0.0630
 154  13  127.00  -65.00       -0.1642
 155  13  129.00  -65.00       -0.1642
 156  13  131.00  -65.00       -0.1276
 157  13  133.00  -65.00       -0.1153
 158  13  135.00  -65.00       -0.1774
 159  13  137.00  -65.00       -0.2394
 160  13  139.00  -65.00       -0.2573
 161  13  141.00  -65.00       -0.3111
 162  13  143.00  -65.00       -0.3111
 163  13  145.00  -65.00       -0.2716
 164  13  147.00  -65.00       -0.2716
 165  13  149.00  -65.00       -0.2529
 166  13  151.00  -65.00       -0.2467
 167  13  153.00  -65.00       -0.1698
 168  13  155.00  -65.00       -0.0929
 169  13  157.00  -65.00       -0.0863
 170  13  159.00  -65.00       -0.0665
 171  13  161.00  -65.00       -0.0665
 172  13  163.00  -65.00        0.3010
 173  13  165.00  -65.00        0.3010
 174  13  167.00  -65.00        0.3182
 175  13  169.00  -65.00        0.3240
 176  13  171.00  -65.00        0.1884
 177  13  173.00  -65.00       -0.1464
 178  13  175.00  -65.00       -0.1441
 179  13  177.00  -65.00       -0.1372
 180  13  179.00  -65.00       -0.1372
   1  14 -179.00  -63.00       -0.2314
   2  14 -177.00  -63.00       -0.2314
   3  14 -175.00  -63.00       -0.3316
   4  14 -173.00  -63.00       -0.3649
   5  14 -171.00  -63.00       -0.3881
   6  14 -169.00  -63.00       -0.4113
   7  14 -167.00  -63.00       -0.4113
   8  14 -165.00  -63.00     9999.0000
   9  14 -163.00  -63.00     9999.0000
  10  14 -161.00  -63.00     9999.0000
  11  14 -159.00  -63.00     9999.0000
  12  14 -157.00  -63.00     9999.0000
  13  14 -155.00  -63.00     9999.0000
  14  14 -153.00  -63.00     9999.0000
  15  14 -151.00  -63.00     9999.0000
  16  14 -149.00  -63.00     9999.0000
  17  14 -147.00  -63.00     9999.0000
  18  14 -145.00  -63.00     9999.0000
  19  14 -143.00  -63.00     9999.0000
  20  14 -141.00  -63.00     9999.0000
  21  14 -139.00  -63.00     9999.0000
  22  14 -137.00  -63.00     9999.0000
  23  14 -135.00  -63.00     9999.0000
  24  14 -133.00  -63.00     9999.0000
  25  14 -131.00  -63.00        0.1615
  26  14 -129.00  -63.00        0.1615
  27  14 -127.00  -63.00        0.1615
  28  14 -125.00  -63.00        0.2203
  29  14 -123.00  -63.00        0.2203
  30  14 -121.00  -63.00        0.2990
  31  14 -119.00  -63.00        0.3252
  32  14 -117.00  -63.00        0.4293
  33  14 -115.00  -63.00        0.5333
  34  14 -113.00  -63.00        0.5680
  35  14 -111.00  -63.00        0.6720
  36  14 -109.00  -63.00        0.6720
  37  14 -107.00  -63.00        0.7089
  38  14 -105.00  -63.00        0.7089
  39  14 -103.00  -63.00        0.7272
  40  14 -101.00  -63.00        0.7333
  41  14  -99.00  -63.00        0.7558
  42  14  -97.00  -63.00        0.7782
  43  14  -95.00  -63.00        0.8044
  44  14  -93.00  -63.00        0.8827
  45  14  -91.00  -63.00        0.8827
  46  14  -89.00  -63.00        0.8379
  47  14  -87.00  -63.00        0.8379
  48  14  -85.00  -63.00        0.7518
  49  14  -83.00  -63.00        0.7231
  50  14  -81.00  -63.00        0.6787
  51  14  -79.00  -63.00        0.6342
  52  14  -77.00  -63.00        0.5796
  53  14  -75.00  -63.00        0.4159
  54  14  -73.00  -63.00        0.4159
  55  14  -71.00  -63.00        2.0117
  56  14  -69.00  -63.00        2.0117
  57  14  -67.00  -63.00        2.0051
  58  14  -65.00  -63.00        2.0029
  59  14  -63.00  -63.00        1.9758
  60  14  -61.00  -63.00        1.9487
  61  14  -59.00  -63.00        1.9310
  62  14  -57.00  -63.00        1.8780
  63  14  -55.00  -63.00        1.8780
  64  14  -53.00  -63.00        1.7720
  65  14  -51.00  -63.00        1.7720
  66  14  -49.00  -63.00        1.6188
  67  14  -47.00  -63.00        1.5678
  68  14  -45.00  -63.00        1.4353
  69  14  -43.00  -63.00        1.3028
  70  14  -41.00  -63.00        1.2441
  71  14  -39.00  -63.00        1.0679
  72  14  -37.00  -63.00        1.0679
  73  14  -35.00  -63.00        0.8546
  74  14  -33.00  -63.00        0.8546
  75  14  -31.00  -63.00        0.7806
  76  14  -29.00  -63.00        0.7559
  77  14  -27.00  -63.00        0.7330
  78  14  -25.00  -63.00        0.7101
  79  14  -23.00  -63.00        0.7101
  80  14  -21.00  -63.00     9999.0000
  81  14  -19.00  -63.00     9999.0000
  82  14  -17.00  -63.00     9999.0000
  83  14  -15.00  -63.00     9999.0000
  84  14  -13.00  -63.00     9999.0000
  85  14  -11.00  -63.00     9999.0000
  86  14   -9.00  -63.00        0.1044
  87  14   -7.00  -63.00        0.1044
  88  14   -5.00  -63.00        0.1481
  89  14   -3.00  -63.00        0.2792
  90  14   -1.00  -63.00        0.2792
  91  14    1.00  -63.00        0.3921
  92  14    3.00  -63.00        0.3921
  93  14    5.00  -63.00        0.4719
  94  14    7.00  -63.00        0.4985
  95  14    9.00  -63.00        0.6306
  96  14   11.00  -63.00        0.7627
  97  14   13.00  -63.00        0.7696
  98  14   15.00  -63.00        0.7902
  99  14   17.00  -63.00        0.7902
 100  14   19.00  -63.00        0.7509
 101  14   21.00  -63.00        0.7509
 102  14   23.00  -63.00        0.6387
 103  14   25.00  -63.00        0.6013
 104  14   27.00  -63.00        0.7935
 105  14   29.00  -63.00        0.9857
 106  14   31.00  -63.00        1.0244
 107  14   33.00  -63.00        1.1402
 108  14   35.00  -63.00        1.1402
 109  14   37.00  -63.00        1.2331
 110  14   39.00  -63.00        1.2331
 111  14   41.00  -63.00        1.1600
 112  14   43.00  -63.00        1.1357
 113  14   45.00  -63.00        1.0616
 114  14   47.00  -63.00        0.9875
 115  14   49.00  -63.00        0.9493
 116  14   51.00  -63.00        0.8346
 117  14   53.00  -63.00        0.8346
 118  14   55.00  -63.00        0.6398
 119  14   57.00  -63.00        0.6398
 120  14   59.00  -63.00        0.4623
 121  14   61.00  -63.00        0.4032
 122  14   63.00  -63.00        0.3280
 123  14   65.00  -63.00        0.2529
 124  14   67.00  -63.00        0.2591
 125  14   69.00  -63.00        0.2778
 126  14   71.00  -63.00        0.2778
 127  14   73.00  -63.00        0.2645
 128  14   75.00  -63.00        0.2645
 129  14   77.00  -63.00        0.2520
 130  14   79.00  -63.00        0.2478
 131  14   81.00  -63.00        0.2357
 132  14   83.00  -63.00        0.2236
 133  14   85.00  -63.00        0.2165
 134  14   87.00  -63.00        0.1950
 135  14   89.00  -63.00        0.1950
 136  14   91.00  -63.00        0.1761
 137  14   93.00  -63.00        0.1761
 138  14   95.00  -63.00        0.1657
 139  14   97.00  -63.00        0.1622
 140  14   99.00  -63.00        0.1582
 141  14  101.00  -63.00        0.1543
 142  14  103.00  -63.00        0.1609
 143  14  105.00  -63.00        0.1807
 144  14  107.00  -63.00        0.1807
 145  14  109.00  -63.00        0.2071
 146  14  111.00  -63.00        0.2071
 147  14  113.00  -63.00        0.2311
 148  14  115.00  -63.00        0.2390
 149  14  117.00  -63.00        0.2052
 150  14  119.00  -63.00        0.1714
 151  14  121.00  -63.00        0.1329
 152  14  123.00  -63.00        0.0173
 153  14  125.00  -63.00        0.0173
 154  14  127.00  -63.00       -0.1291
 155  14  129.00  -63.00       -0.1291
 156  14  131.00  -63.00        0.1133
 157  14  133.00  -63.00        0.1941
 158  14  135.00  -63.00        0.1772
 159  14  137.00  -63.00        0.1603
 160  14  139.00  -63.00        0.0417
 161  14  141.00  -63.00       -0.3142
 162  14  143.00  -63.00       -0.3142
 163  14  145.00  -63.00       -0.2746
 164  14  147.00  -63.00       -0.2746
 165  14  149.00  -63.00       -0.1507
 166  14  151.00  -63.00       -0.1093
 167  14  153.00  -63.00       -0.0365
 168  14  155.00  -63.00        0.0363
 169  14  157.00  -63.00        0.0801
 170  14  159.00  -63.00        0.2114
 171  14  161.00  -63.00        0.2114
 172  14  163.00  -63.00        0.6142
 173  14  165.00  -63.00        0.6142
 174  14  167.00  -63.00        0.6568
 175  14  169.00  -63.00        0.6710
 176  14  171.00  -63.00        0.2623
 177  14  173.00  -63.00       -0.1464
 178  14  175.00  -63.00       -0.1441
 179  14  177.00  -63.00       -0.1372
 180  14  179.00  -63.00       -0.1372
   1  15 -179.00  -61.00       -0.1498
   2  15 -177.00  -61.00       -0.1498
   3  15 -175.00  -61.00       -0.2201
   4  15 -173.00  -61.00       -0.2435
   5  15 -171.00  -61.00       -0.2526
   6  15 -169.00  -61.00       -0.2616
   7  15 -167.00  -61.00       -0.2402
   8  15 -165.00  -61.00       -0.1623
   9  15 -163.00  -61.00       -0.1623
  10  15 -161.00  -61.00       -0.1878
  11  15 -159.00  -61.00       -0.1878
  12  15 -157.00  -61.00       -0.1824
  13  15 -155.00  -61.00       -0.1806
  14  15 -153.00  -61.00       -0.1806
  15  15 -151.00  -61.00     9999.0000
  16  15 -149.00  -61.00       -0.0093
  17  15 -147.00  -61.00       -0.0093
  18  15 -145.00  -61.00       -0.0093
  19  15 -143.00  -61.00       -0.0384
  20  15 -141.00  -61.00       -0.0384
  21  15 -139.00  -61.00       -0.0276
  22  15 -137.00  -61.00       -0.0240
  23  15 -135.00  -61.00       -0.0125
  24  15 -133.00  -61.00       -0.0010
  25  15 -131.00  -61.00        0.0367
  26  15 -129.00  -61.00        0.1300
  27  15 -127.00  -61.00        0.1300
  28  15 -125.00  -61.00        0.1773
  29  15 -123.00  -61.00        0.1773
  30  15 -121.00  -61.00        0.2276
  31  15 -119.00  -61.00        0.2444
  32  15 -117.00  -61.00        0.3231
  33  15 -115.00  -61.00        0.4017
  34  15 -113.00  -61.00        0.4261
  35  15 -111.00  -61.00        0.4991
  36  15 -109.00  -61.00        0.4991
  37  15 -107.00  -61.00        0.5146
  38  15 -105.00  -61.00        0.5146
  39  15 -103.00  -61.00        0.5489
  40  15 -101.00  -61.00        0.5604
  41  15  -99.00  -61.00        0.5888
  42  15  -97.00  -61.00        0.6172
  43  15  -95.00  -61.00        0.6423
  44  15  -93.00  -61.00        0.7177
  45  15  -91.00  -61.00        0.7177
  46  15  -89.00  -61.00        0.6493
  47  15  -87.00  -61.00        0.6493
  48  15  -85.00  -61.00        0.5733
  49  15  -83.00  -61.00        0.5479
  50  15  -81.00  -61.00        0.5019
  51  15  -79.00  -61.00        0.4559
  52  15  -77.00  -61.00        0.4247
  53  15  -75.00  -61.00        0.3310
  54  15  -73.00  -61.00        0.3310
  55  15  -71.00  -61.00        0.4817
  56  15  -69.00  -61.00        0.4817
  57  15  -67.00  -61.00        0.3904
  58  15  -65.00  -61.00        0.3600
  59  15  -63.00  -61.00        0.3376
  60  15  -61.00  -61.00        0.3151
  61  15  -59.00  -61.00        0.3057
  62  15  -57.00  -61.00        0.2773
  63  15  -55.00  -61.00        0.2773
  64  15  -53.00  -61.00        1.6223
  65  15  -51.00  -61.00        1.6223
  66  15  -49.00  -61.00        1.4374
  67  15  -47.00  -61.00        1.3757
  68  15  -45.00  -61.00        1.2415
  69  15  -43.00  -61.00        1.1072
  70  15  -41.00  -61.00        1.0697
  71  15  -39.00  -61.00        0.9571
  72  15  -37.00  -61.00        0.9571
  73  15  -35.00  -61.00        0.7406
  74  15  -33.00  -61.00        0.7406
  75  15  -31.00  -61.00        0.7169
  76  15  -29.00  -61.00        0.7090
  77  15  -27.00  -61.00        0.6909
  78  15  -25.00  -61.00        0.6729
  79  15  -23.00  -61.00        0.6212
  80  15  -21.00  -61.00        0.4334
  81  15  -19.00  -61.00        0.4334
  82  15  -17.00  -61.00     9999.0000
  83  15  -15.00  -61.00     9999.0000
  84  15  -13.00  -61.00     9999.0000
  85  15  -11.00  -61.00     9999.0000
  86  15   -9.00  -61.00        0.1044
  87  15   -7.00  -61.00        0.1044
  88  15   -5.00  -61.00        0.1481
  89  15   -3.00  -61.00        0.2792
  90  15   -1.00  -61.00        0.2792
  91  15    1.00  -61.00        0.3921
  92  15    3.00  -61.00        0.3921
  93  15    5.00  -61.00        0.6631
  94  15    7.00  -61.00        0.6788
  95  15    9.00  -61.00        0.7104
  96  15   11.00  -61.00        0.7419
  97  15   13.00  -61.00        0.7431
  98  15   15.00  -61.00        0.7467
  99  15   17.00  -61.00        0.7467
 100  15   19.00  -61.00        0.7509
 101  15   21.00  -61.00        0.7509
 102  15   23.00  -61.00        0.4454
 103  15   25.00  -61.00        0.4277
 104  15   27.00  -61.00        0.4600
 105  15   29.00  -61.00        0.4922
 106  15   31.00  -61.00        0.4966
 107  15   33.00  -61.00        0.5096
 108  15   35.00  -61.00        0.5096
 109  15   37.00  -61.00        0.7220
 110  15   39.00  -61.00        0.7220
 111  15   41.00  -61.00        0.8334
 112  15   43.00  -61.00        0.8706
 113  15   45.00  -61.00        0.7956
 114  15   47.00  -61.00        0.7206
 115  15   49.00  -61.00        0.6414
 116  15   51.00  -61.00        0.4038
 117  15   53.00  -61.00        0.4038
 118  15   55.00  -61.00        0.2273
 119  15   57.00  -61.00        0.2273
 120  15   59.00  -61.00        0.2028
 121  15   61.00  -61.00        0.1946
 122  15   63.00  -61.00        0.1320
 123  15   65.00  -61.00        0.0694
 124  15   67.00  -61.00        0.1229
 125  15   69.00  -61.00        0.2832
 126  15   71.00  -61.00        0.2832
 127  15   73.00  -61.00        0.2875
 128  15   75.00  -61.00        0.2875
 129  15   77.00  -61.00        0.2629
 130  15   79.00  -61.00        0.2548
 131  15   81.00  -61.00        0.2327
 132  15   83.00  -61.00        0.2107
 133  15   85.00  -61.00        0.1960
 134  15   87.00  -61.00        0.1517
 135  15   89.00  -61.00        0.1517
 136  15   91.00  -61.00        0.1215
 137  15   93.00  -61.00        0.1215
 138  15   95.00  -61.00        0.1271
 139  15   97.00  -61.00        0.1290
 140  15   99.00  -61.00        0.1420
 141  15  101.00  -61.00        0.1550
 142  15  103.00  -61.00        0.1614
 143  15  105.00  -61.00        0.1805
 144  15  107.00  -61.00        0.1805
 145  15  109.00  -61.00        0.1605
 146  15  111.00  -61.00        0.1605
 147  15  113.00  -61.00        0.1407
 148  15  115.00  -61.00        0.1340
 149  15  117.00  -61.00        0.1547
 150  15  119.00  -61.00        0.1754
 151  15  121.00  -61.00        0.1545
 152  15  123.00  -61.00        0.0919
